Y,Time,Group
0.28361425898586057,-3.614415802,0
3.181495047312542,-3.064196007,0
1.4016192639806568,-4.109261115,0
2.0196319495500212,-0.706695546,1
1.0326275642309068,-1.806226511,0
0.33939299737303197,-8.085789762,0
3.5116888868717746,4.343697162881764,0
0.6830596587210029,-0.542650498,0
2.2756054454577406,0.9785002892065826,0
1.641248371,-8.887868307,1
2.7559356348597928,8.603702801227627,0
5.950095235082554,9.171061072712924,1
2.522467990061371,8.196758203,0
3.833974274090309,9.541193260659373,0
1.8231150982559043,9.429587480646003,0
1.831461561980632,-9.534525129,0
3.833506421738428,8.819709626113962,1
5.7562475845551155,3.731775067,1
1.7305271236943447,-4.326028608,0
0.5498159511931394,-1.53106397,0
1.5291119882180197,-1.389241092,0
0.8631649052190009,-8.146339593,0
1.246097941983389,-2.542444086,0
3.9993189916819905,7.1692171728614476,0
0.8008260303074227,-9.269226077,0
7.054612404304864,3.8171208912797745,1
2.0577330970531813,-8.658621456,0
3.705957977272507,3.5527012174533983,0
1.2148940179325725,-8.464562944,0
0.6609710722613515,-1.134247506,0
1.5737336293329314,4.499209885653814,0
3.481075553573956,0.625818776,0
1.9657540257986752,-5.542351535,0
3.8307824032766704,-7.720407123,1
5.573768452667532,2.373625109181356,1
0.4422138685469619,-4.29477889,0
1.89397472,-9.12591251,1
1.7073357678600758,4.605618333577777,0
2.785391788162366,4.243760580317357,0
1.249840357132756,-1.08447472,0
1.1129198010956796,-2.41657985,0
1.8671724037699309,-9.783622198,0
3.3528752738878635,0.25226049218250957,0
0.12593481203841617,-7.013793732,0
0.5147550680784299,-4.81448858,0
1.6650046376096084,-8.39006568,0
0.25180774802503547,-4.923038778,0
3.1367140312861257,4.480874670344562,0
-0.27249295,-1.679806192,0
6.063339715891903,7.139778727388514,1
3.2392766138000972,6.590704834608228,0
2.978853987567855,5.232350636614909,0
1.4529070370156105,3.6308444069416375,0
0.9227186190852922,-0.817003776,0
6.1255107643987685,2.3410310659942795,1
3.7441408410953723,1.8829378970100485,0
2.542723519765838,0.35737859695989194,0
3.329542170938038,-1.153667066,1
0.5059891210572511,-7.766830545,0
3.034159068,-5.48352665,1
4.035049675552221,8.712494933353984,0
0.8428458384133486,-2.565128544,0
2.5478991501702777,3.925772972024376,0
1.8140311133173557,-9.116182167,0
4.570995222798851,4.199939120636584,0
2.0390621094565238,-6.424925112,1
1.4543936453098143,-2.339341702,0
1.3936739125426383,-3.720822016,0
2.5617493735221863,6.580074451041412,0
-0.910793021,-6.723908643,0
0.47804480932238025,-2.271999321,0
7.132917358306801,4.985314253,1
0.9711569162875795,-9.672157352,0
0.6859267436858638,-8.558390726,0
1.8717026201293168,7.986801005245013,0
2.247496742194294,1.0515351808836293,0
1.8031994305708592,-4.406790594,0
0.41641771965805874,-1.530466732,0
2.3535176736017105,9.933937323,0
3.3152890879757013,9.063085115303632,0
1.5553863268721666,-2.956461347,0
2.710855524187111,-6.108388899,1
2.772300346961701,-7.721036673,1
2.2203065214106754,-0.715903876,0
1.9018741927290823,3.2151545265409283,0
3.638989912637064,0.7813800552580208,1
4.574739294424155,6.802386216441651,0
2.8004484507395864,7.298681201858479,0
2.631219675039714,4.7897873469958085,0
4.552494360811258,8.289671673124577,1
-0.898356611,-1.821715888,0
2.417169376153164,1.780202687,0
1.498378753,-2.035702939,0
1.0466280978997384,-4.95821784,0
6.139079955404089,3.9626494741327196,1
0.7904040491478062,-4.984906283,0
-0.177100467,-8.816564752,0
6.446377033582585,5.292827072,1
0.9555127591684636,-3.410791949,0
1.1676338221376303,9.919127872590384,0
3.808501419834795,9.466444807528003,0
4.732446722541724,2.0102735069281223,1
2.1072337412754316,-9.983162571,0
0.098849537,-8.963417226,0
1.9513116885539432,-7.024811744,0
7.338342888861107,9.985948339889998,1
2.461720442125395,3.410807413236423,0
5.712423718573612,8.018508170670831,1
4.499211186063333,3.8877481038192627,1
0.45744034441009485,-7.516980097,0
0.4464462513439448,-7.134784782,0
2.267528483939657,0.43900923456329366,0
0.4987696702049921,-8.5335313,0
1.2265437068096465,-9.956414311,0
0.17741182996919125,-3.803784641,0
3.5332939820060583,8.702174844953838,0
0.5465100529513993,-0.544999482,0
0.867086533,-2.898119776,0
3.163566148121988,8.575742094,0
3.1621809544579733,4.8740362,0
1.8816250893753659,-4.120731162,0
1.7353655666424115,-6.400370317,0
-0.081174494,-9.013388011,0
3.716967016876408,7.345533031,0
3.034427998441233,4.018619288845803,0
2.8816168692473854,-8.575878189,1
1.6448035992075432,-5.982220417,1
1.9629927367126716,-2.413180354,0
2.128989184678754,2.166171280933174,0
1.6375618124198317,0.9588373275978217,0
2.979984564471604,7.952430836,0
1.981023716315058,0.7052759797114447,0
-0.22364167,-6.531226273,0
1.1100632938204158,0.3169695011619016,0
1.6850593946477226,0.8327625595385477,0
2.066371610719841,-2.754051927,0
5.717650902578472,3.6461059366498247,1
1.1889687432773741,4.8397192327857255,0
5.455125878,3.2853342079785275,1
5.191330581345973,0.7171758321395458,1
2.698296798894051,-5.638658577,1
-0.844712498,-4.213791043,0
1.225941785267806,2.9941940390594173,0
2.2039103229734454,4.369448955,0
2.5607369015270525,-0.409166591,0
2.084736019910498,-4.925205513,1
1.9851205286742766,7.160454596964094,0
2.975345617085739,6.399242941067882,0
1.7917100039658451,-2.694310433,0
3.1642999995104497,8.772211956635502,0
1.2345506668635617,-8.300842992,0
1.7101822804198323,-9.866096579,1
1.4186366069824563,8.143848285734926,0
1.2668465192370546,7.089667698298186,0
-1.910624752,-6.940404284,0
5.875954919433999,1.8428292452642143,1
2.4962535639263317,-7.886401322,0
2.452664321979483,7.5956972363867905,0
2.963356594545446,-9.111734298,1
0.6550715407977246,7.873818381966522,0
3.9354218379169623,3.9409609519298208,0
1.7854289626912663,9.933566923017914,0
2.741379906149696,5.8861002405910074,0
1.9812191072559013,3.491008400831161,0
3.009531097672331,-0.436605383,0
1.7118650102635917,0.9877688831452041,0
1.8076285013181788,-2.211891933,0
2.649152096352504,6.202544535158939,0
3.220702259093901,9.142240492038937,0
4.182926435,7.177323668260524,0
-0.018037673,-1.854975127,0
-1.390301309,-7.75980063,0
1.304671564776402,-4.278438298,0
-0.214646026,-7.224117928,0
3.6976695806895705,9.552986114771361,0
1.4558742484657303,2.5413706098330984,0
3.545309121707869,0.7247502916992392,0
5.166904990077889,9.568266013504196,1
2.808884970565055,2.337823176252577,0
1.113174177,-7.429658926,0
0.36743109963657483,0.11256697796814308,0
3.66844177,-9.950749675,0
0.7554412767080918,-3.231015247,0
-2.146679977,-3.809585605,0
7.139301213453387,3.5165033025330867,1
2.9911478434188723,3.9678845991134715,0
0.6290593527045758,-0.405449864,0
4.127516630466642,8.922585572481665,0
-0.995296577,-6.123997951,0
4.884292519,0.7595396461013628,1
