Z2,X2,Y2
0.21510703922104707,-2.069048456,3.3045592580961767
0.4598035038446527,0.6471289465005052,-1.122529727
-1.015782395,-0.167446267,-1.270339971
0.8496496697598922,0.42403732794838167,-1.835686661
0.157479389,0.2248634018757628,-1.105032971
-0.530153408,0.3674395026805243,-1.048668135
0.6423232640299661,-1.185502534,-2.49194082
-0.659381839,-0.489265243,0.5829949584519716
0.038300496,1.0570513379061697,-0.789831558
-1.33516881,-0.43486044,3.499159253209911
0.19111021565328676,-1.395591411,1.637821820171807
0.517641829,0.45692300062754243,-1.063173454
1.529703215038096,1.7937452177155653,-7.231492283
0.8275871683823194,1.5288724675672742,-3.0629356
1.3852593168445693,0.49430403340660023,-0.534507931
-0.521910662,-1.394337374,7.205549554552883
0.7206209366631414,0.4630251970129806,-4.049502745
-0.292004082,-0.841140549,0.7938463402806926
-0.911994574,0.6262165619115985,-0.332742534
0.11005418086686578,1.1640250918149144,-3.441836188
1.0879905706116924,1.6113837711710526,-3.668735158
0.8342871777580183,0.476541475,-4.686049461
0.9544728184072981,2.039980864055442,-5.050771222
0.9185788219453209,0.7209643751450213,0.46895385692557146
-0.608461402,-0.714479632,0.7542954468300097
-0.156432308,1.2820749922935994,-3.550667206
1.430079239874108,-1.283773923,-1.210167246
1.3115993087919078,-0.128894107,-2.198846508
1.4981956162290528,0.4231127156278338,-1.021662456
-0.870759425,-2.056424474,6.43904661
0.18415888357524254,2.0402296621479783,-3.436919737
0.6077316148798664,1.505620878764419,-2.768800996
-1.430022543,-0.014831439,3.0339650270883256
-0.646452184,-0.40857614,4.403973337
-0.041899862,1.134085843984123,-0.513548807
-0.172531177,-1.912767294,3.0126899090242287
0.1237723927819754,-0.584412789,4.072111258257785
-0.756978702,-3.010553901,3.7857926172794523
0.2984528638129568,-0.184036253,-1.64191412
1.064363426162453,0.084664186,1.7153367270745192
-1.325573967,-0.653102174,5.122770313
-1.069165704,-1.918194193,2.414018880192091
0.5564729672003006,2.263290892651499,-2.547690613
-1.032131881,0.016016335291392236,-1.249413089
1.0198214519754907,3.033229581732332,-4.873539026
0.49190434028821123,-0.126184362,-2.369106118
0.8557631287294394,0.3848234658519508,-2.181957931
0.14345910263219197,0.5024344101598347,0.1510134244107263
1.756716831054851,4.1335226786678545,-7.681483092
-2.441660322,-1.142366509,4.670380800391371
-1.016670092,0.082205576,3.2433638675379584
1.6559422301113462,1.9866393119821302,-3.11743052
2.263987501401686,1.4315324530943678,-4.174274621
-0.03381734,-2.22E-05,-2.08962152
-0.797850966,0.3229525740850596,-0.32771759
0.7686689110132588,1.3461403199703947,-2.568980728
0.6158696370404587,-0.757165053,4.975569081481819
-0.410595658,-2.112822523,2.6097721737351627
0.4052621791690106,0.044830512,-2.969853462
0.7157558180775876,-1.623887169,2.786225401981353
-1.385369318,0.9773924845610644,-2.349301126
