Z3,X3,ZW_int,W3,Y3
0.5603541620544346,1.7873285227463636,0.6904335791218985,1.2321378618667735,2.1674099321434643
0.35233536467566756,0.035811345,-0.147173013,-0.417707185,0.11053066298242803
-0.45911281,-0.125720281,-0.222680188,0.485022816,-0.550160821
-1.042234399,3.8665181630866057,-2.082372278,1.997988436904641,5.568672796233353
-0.770318042,0.4020824584760614,0.2756509756185425,-0.357840477,1.360915680878331
0.10057151674650511,-0.113575942,0.024531776942854803,0.24392370460801754,0.39722799023703526
-0.975992197,-2.376394644,0.9864509862386525,-1.010716058,-2.846744166
0.9345402768095638,1.5208721824280724,-0.530005768,-0.567129937,0.7349693662588692
0.45956817589804905,1.8557721196103307,0.8056759757326301,1.7531152459768273,3.055559908205985
0.6079932514713345,0.075693867,-1.178953874,-1.939090395,-2.797210314
0.6041878180755833,-1.070126326,0.085175208,0.14097471865429734,-2.373296475
-0.260178857,0.8769382102902659,-0.264065179,1.014937118,2.966160865393992
1.3050278420237056,3.331629916,-0.977551679,-0.749065765,1.8730356094411493
-1.086613103,-2.095970807,1.1434154136137307,-1.052274641,-2.09132553
-0.6473316,-1.6363156,0.1582341669120199,-0.244440665,-2.209914745
-0.131573308,3.4757120346246912,-0.140630829,1.0688401140307535,5.586943910585256
0.16393296276017552,-0.662978739,-0.01463741,-0.089288999,-1.040474623
-0.547546479,0.15482338712696764,-0.497417489,0.9084479733668135,1.097111454320276
-1.574736764,0.49210105,-1.807778867,1.147987973740948,2.339343285
0.5450683295866595,0.9977945856404182,-0.433181798,-0.794729347,-1.131703891
0.614650165,-0.552820395,0.5715845006675707,0.9299346732426751,1.2178188187314447
-1.540902939,-4.579491554,1.535270582844093,-0.996344769,-5.09470537
0.9873909787583739,1.1857519751110988,-1.301018214,-1.317632268,-0.858004334
-1.285600259,-1.626707445,0.5496097226209975,-0.427512144,-1.989378495
-0.557489517,-2.379385015,0.10335982190420331,-0.18540227,-0.734452803
